geo_value,time_value,confirmed_cumulative_cases,confirmed_deaths,daily_cases,completely_home_prop,confirmed_cases_uf,confirmed_deaths_uf,cfr,cfr_uf,location,location_name,Population,intercept,slope,R_sq,p0,p1,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths,smoothed_pct_contact_covid_positive,smoothed_pct_cli,smoothed_pct_avoid_contact_all_or_most_time,smoothed_pct_could_not_get_tested,smoothed_pct_self_none_of_above,smoothed_pct_tested_and_positive,smoothed_pct_cmnty_cli,pos_contact,avoid_contact,excess_demand,active_cases,p_hat_t,p_hat_t_2,TC_CFR_N,X1
ak,2020-04-22,335,5,6,0.32813345268223,336,9,0.0149253731343284,0.0267857142857143,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,50,0.905611987449754,0.900281178926897,0.82168945033102,0.986486910609305,3.52550523034621,6.72925905549305,7.92886979800394,6,1040,1040,6,0,0.2478,0.3783,80.0496,5.1395,58.9799,0,16.679,0.002478,0.800496,2.1082280395,0.003783,0.625692136689444,0.67186654731777,2.58597652387547e-05,1.61802517665238e-05
ak,2020-04-23,337,5,5.2857142857143,0.37538864418627,338,9,0.0148367952522255,0.0266272189349112,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,51,0.927049912249507,0.924786912285756,0.836559517211764,1.00545582403181,3.44025066554733,6.4307888822505,2.64295659933465,2,2,2,2,0,0.2494,0.2551,78.7652,5.3203,60.0561,0,16.1983,0.002494,0.787652,2.1251353117,0.002551,0.628978622780944,0.62461135581373,2.60676121934933e-05,1.63959708166512e-05
ak,2020-04-24,339,5,4.2857142857143,0.34388766609981,340,9,0.0147492625368732,0.0264705882352941,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,52,0.945392441866705,0.94143333005224,0.862215703558186,1.03571967840185,3.36979294065546,6.15203196364167,2.64295659933465,2,120,120,2,0,0.6712,0.1143,76.1089,5.5578,59.486,0,15.9323,0.006712,0.761089,2.251687092,0.001143,0.635775487468621,0.65611233390019,2.76204202696388e-05,1.75603861610178e-05
ak,2020-04-25,339,5,3.5714285714286,0.30406414988809,340,9,0.0147492625368732,0.0264705882352941,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,53,0.96779108804021,0.962872823422431,0.879144941856,1.05355019741351,3.31466096848437,5.88599282434006,0,0,3451,3451,0,0,0.7021,0.1025,74.1697,7.1328,59.3168,0,14.7593,0.007021,0.741697,2.9018512896,0.001025,0.640737457126545,0.69593585011191,3.55956884344681e-05,2.28074908921698e-05
ak,2020-04-26,340,5,3.1428571428571,0.39269157195178,342,9,0.0147058823529412,0.0263157894736842,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,54,0.99011369504474,0.989114075947997,0.899317550825878,1.07859751862422,3.27389340178164,5.63883007826809,2.64295659933465,2,445,445,2,0,0.5544,0.0944,72.8082,7.4289,58.8883,0,14.7634,0.005544,0.728082,3.0541470813,0.000944,0.644221224499309,0.60730842804822,3.7354611334195e-05,2.40646334544109e-05
ak,2020-04-27,345,5,3.4285714285714,0.29268784756656,346,9,0.0144927536231884,0.0260115606936416,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,55,1.01427836343287,1.01022708436835,0.905259281132739,1.08466333222332,3.24716146555577,5.40827089938563,5.28591319866929,4,79,79,4,0,0.5222,0.1763,71.8731,7.5969,59.8169,0,13.3043,0.005222,0.718731,3.0526699239,0.001763,0.646613931712142,0.70731215243344,3.74476274270166e-05,2.42141576038746e-05
ak,2020-04-28,351,5,3.1428571428571,0.31580562535527,352,9,0.0142450142450142,0.0255681818181818,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,56,1.03727857716638,1.03478743278282,0.936214293101903,1.11629489164127,3.23501829775513,5.19933744317045,7.92886979800394,6,833,833,6,0,0.3969,0.2401,71.2013,7.1498,60.0549,0,13.2437,0.003969,0.712013,2.8559947598,0.002401,0.64833291439376,0.68419437464473,3.5036710311614e-05,2.27154525070986e-05
ak,2020-04-29,355,5,2.8571428571429,0.29586067209862,356,9,0.0140845070422535,0.0252808988764045,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,57,1.06153783573451,1.05931454137202,0.955978636792221,1.14017058781,3.2378916102653,5.00073313860017,5.28591319866929,4,2030,2030,4,0,0.3809,0.3071,70.4626,6.9779,60.6953,0.2098,13.4484,0.003809,0.704626,2.7426426613,0.003071,0.650223078887524,0.70413932790138,3.3647208961753e-05,2.18781918070829e-05
ak,2020-04-30,355,5,2.5714285714286,0.33460587245028,356,9,0.0140845070422535,0.0252808988764045,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,58,1.08716670788167,1.08475170738449,0.993223544389412,1.17422315056157,3.25574109493771,4.8212234017438,0,0,0,0,0,0,0.4288,0.36,69.9644,7.2827,60.6368,0.1968,12.7616,0.004288,0.699644,2.8667037664,0.0036,0.651497858839864,0.66539412754972,3.51692118045685e-05,2.2912666187762e-05
ak,2020-05-01,364,9,3.5714285714286,0.31319654433459,365,9,0.0247252747252747,0.0246575342465753,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,59,1.11034434197329,1.10822406921732,1.01974671458838,1.2004734935667,3.28855468573928,4.66049093070011,11.8933046970059,9,1206,1206,9,0,0.3614,0.4345,69.8709,7.3717,61.0323,0.1984,12.791,0.003614,0.698709,2.8725819409,0.004345,0.651737103973433,0.68680345566541,3.52437740405801e-05,2.29696752263017e-05
ak,2020-05-02,365,9,3.7142857142857,0.34030829166204,366,9,0.0246575342465753,0.0245901639344262,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,60,1.13669655431916,1.13077245939964,1.03721000737213,1.22600990738071,3.33709784537824,4.512701863214,1.32147829966732,1,1074,1074,1,0,0.5085,0.5853,68.9306,5.5512,61.5673,0.1998,13.0397,0.005085,0.689306,2.1334760424,0.005853,0.654143116797972,0.65969170833796,2.61758632154785e-05,1.71227607486505e-05
ak,2020-05-03,368,9,3.8571428571429,0.37475128677507,369,9,0.0244565217391304,0.024390243902439,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,61,1.16355110349038,1.15952008260652,1.06076422813818,1.25296546846349,3.40145277858717,4.38605917198604,3.96443489900197,3,179,179,3,0,0.5972,0.7517,67.9019,4.8155,61.6682,0.2053,12.8402,0.005972,0.679019,1.845867829,0.007517,0.656775325021521,0.62524871322493,2.26476693770568e-05,1.48744304160964e-05
ak,2020-05-04,370,9,3.5714285714286,0.34883438835241,371,9,0.0243243243243243,0.0242587601078167,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,62,1.18704668148453,1.18641025784664,1.08167931916401,1.27886474115292,3.48249286786242,4.27508105240639,2.64295659933465,2,145,145,2,0,0.6053,0.6846,66.2632,5.4178,60.7451,0.2081,12.9328,0.006053,0.662632,2.1267519722,0.006846,0.660968383849099,0.65116561164759,2.60943282831508e-05,1.7247525992942e-05
ak,2020-05-05,371,9,2.8571428571429,0.32297132372318,372,9,0.0242587601078167,0.0241935483870968,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,63,1.2125342954749,1.21315046424047,1.10537443240511,1.3132632354059,3.58195695825198,4.17988344735817,1.32147829966732,1,969,969,1,0,0.6994,0.626,65.3239,4.7437,61.3831,0.2139,12.6217,0.006994,0.653239,1.8318698853,0.00626,0.663371837902156,0.67702867627682,2.24764157160409e-05,1.49102212030029e-05
ak,2020-05-06,372,10,2.4285714285714,0.34938142617637,373,10,0.0268817204301075,0.0268096514745308,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,64,1.24085819519876,1.23797858388334,1.1344817579373,1.34663376729272,3.70030040817167,4.09925888309085,1.32147829966732,1,963,963,1,1,0.6984,0.5469,63.8799,4.4919,61.1008,0,11.8023,0.006984,0.638799,1.7473131648,0.005469,0.667066703922186,0.65061857382363,2.38212096194149e-05,1.58903357842626e-05
ak,2020-05-07,374,10,2.7142857142857,0.29452397295503,375,10,0.0267379679144385,0.0266666666666667,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,65,1.262743863625,1.25880087392993,1.15346912903277,1.37093676710717,3.83880846625987,4.04062833291833,2.64295659933465,2,686,686,2,0,0.7307,0.6527,63.4798,4.3494,61.4418,0.2258,12.648,0.007307,0.634798,1.6770503508,0.006527,0.668090468392141,0.70547602704497,2.28636408769276e-05,1.52749805426163e-05
ak,2020-05-08,377,10,1.8571428571429,0.35191231264982,378,10,0.026525198938992,0.0264550264550265,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,66,1.28765094232061,1.28535161800473,1.16863269921428,1.38433493521906,4.00068711856081,3.98753006191046,3.96443489900197,3,1132,1132,3,0,0.5495,0.6472,62.8769,4.5817,62.0103,0.2555,12.1896,0.005495,0.628769,1.7405740849,0.006472,0.669633151718648,0.64808768735018,2.37301791626449e-05,1.58905146635301e-05
ak,2020-05-09,378,10,1.8571428571429,0.31869210434223,379,10,0.0264550264550265,0.0263852242744063,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,67,1.30672845371357,1.30238190437636,1.1850906086654,1.4091812369453,4.18686173284899,3.95842982608808,1.32147829966732,1,976,976,1,0,0.2847,0.5711,62.902,5.4582,61.9622,0.2645,12.1306,0.002847,0.62902,2.0761791996,0.005711,0.669568926554449,0.68130789565777,2.83058616246228e-05,1.89527253831975e-05
ak,2020-05-10,379,10,1.5714285714286,0.33555900883965,380,10,0.0263852242744063,0.0263157894736842,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,68,1.3261327965635,1.32341950080596,1.20202921013656,1.42793393158385,4.39846117078939,3.94576183945369,1.32147829966732,1,915,915,1,0,0.282,0.3765,62.839,5.9146,62.5733,0.2625,12.0858,0.00282,0.62839,2.2136395982,0.003765,0.669730129157816,0.66444099116035,3.01801561193955e-05,2.02125598558458e-05
ak,2020-05-11,379,10,1.5714285714286,0.31649722814509,382,10,0.0263852242744063,0.0261780104712042,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,69,1.34258939370671,1.33902296335914,1.24091255613575,1.46764266066308,4.63662216971912,3.94961380568288,2.64295659933465,2,1316,1316,2,0,0.3752,0.2814,61.5016,4.528,62.2666,0.262,12.3679,0.003752,0.615016,1.708568352,0.002814,0.673152230137863,0.68350277185491,2.31721941362072e-05,1.55984141599754e-05
ak,2020-05-12,379,10,1.7142857142857,0.32176330677143,384,10,0.0263852242744063,0.0260416666666667,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,70,1.35924194204518,1.35667873528366,1.23870646119346,1.46725062524887,4.90252678855379,3.97103671531576,2.64295659933465,2,1281,1281,2,0,0.3843,0.3849,59.8282,4.8976,61.8481,0.2675,11.6463,0.003843,0.598282,1.8685274544,0.003849,0.677434078335867,0.67823669322857,2.52096271567368e-05,1.70778605381148e-05
ak,2020-05-13,379,10,1.5714285714286,0.2558467997831,384,10,0.0263852242744063,0.0260416666666667,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,71,1.37190190497248,1.37250288624248,1.25509931974553,1.49792687001351,5.19789046498154,4.01080342997772,0,0,688,688,0,0,0.5042,0.5065,59.3561,4.6822,62.9013,0.281,11.4119,0.005042,0.593561,1.7370353314,0.005065,0.678642074352527,0.7441532002169,2.34355738041505e-05,1.59043664200905e-05
ak,2020-05-14,379,10,1.8571428571429,0.3072856421179,388,10,0.0263852242744063,0.0257731958762887,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,72,1.38250395510488,1.38307981953553,1.24536692711191,1.48328084438789,5.52482537684788,4.06971465391298,5.28591319866929,4,1113,1113,4,0,0.49,0.2966,56.1095,3.9412,62.4867,0,10.0137,0.0049,0.561095,1.4784741796,0.002966,0.686949381846038,0.6927143578821,1.97415015540263e-05,1.3561412289251e-05
ak,2020-05-17,387,10,2.4285714285714,0.33198165488466,397,10,0.0258397932816537,0.0251889168765743,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,75,1.3894590900123,1.39128702023285,1.26909929190996,1.5090408860284,6.70714200809673,4.3717412984843,5.28591319866929,4,1370,1370,4,0,0.7568,0.2303,53.4816,3.1876,64.5418,0.2279,9.3695,0.007568,0.534816,1.1302655832,0.002303,0.693673577423626,0.66801834511534,1.50612117829569e-05,1.04475646578186e-05
ak,2020-05-18,387,10,2.5714285714286,0.31795474573298,400,10,0.0258397932816537,0.025,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,76,1.38674658100547,1.38677736947475,1.26153580493125,1.50052594136155,7.16774721797256,4.51812575981615,3.96443489900197,3,960,960,3,0,0.6545,0.3678,54.4344,2.9706,65.6225,0.4277,9.1491,0.006545,0.544344,1.021218015,0.003678,0.691235579955561,0.68204525426702,1.35060512957166e-05,9.33586320030423e-06
ak,2020-05-19,399,10,2.2857142857143,0.34506394371196,400,10,0.025062656641604,0.025,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,77,1.37918869803895,1.37758654398192,1.25095855756745,1.48258339274512,7.65962770998945,4.68948491437459,0,0,769,769,0,0,0.7768,0.2857,53.7826,3.5023,65.702,0.4159,9.4677,0.007768,0.537826,1.201218854,0.002857,0.692903387207539,0.65493605628804,1.6379249490667e-05,1.13492374520005e-05
ak,2020-05-20,401,10,2.5714285714286,0.2867576798414,402,10,0.0249376558603491,0.0248756218905473,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,78,1.36807036957366,1.36531550850696,1.24786516311967,1.47318390164052,8.18174124967046,4.88723987790846,3.96443489900197,3,665,665,3,0,0.7575,0.2545,53.9786,3.5077,65.7812,0.3715,9.3976,0.007575,0.539786,1.2002928476,0.002545,0.692401867997064,0.7132423201586,1.63668269825714e-05,1.13324215759172e-05
ak,2020-05-21,401,10,2,0.27646209938148,402,10,0.0249376558603491,0.0248756218905473,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,79,1.35328949155643,1.34942705361401,1.2530007292494,1.48431634505954,8.73173274579664,5.11288009963088,0,0,2500,2500,0,0,0.6748,0.2473,54.0504,3.105,66.005,0.532,9.6185,0.006748,0.540504,1.05554475,0.002473,0.692218148204655,0.72353790061852,1.43930860957432e-05,9.96315540414552e-06
ak,2020-05-22,403,10,2.2857142857143,0.27432962790979,404,10,0.0248138957816377,0.0247524752475248,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,80,1.34032848986845,1.34089262577754,1.22268209052748,1.45548623923281,9.30473301332173,5.36792679598468,2.64295659933465,2,1901,1901,2,0,0.8119,0.1886,53.4956,3.4304,66.394,0.5416,9.7951,0.008119,0.534956,1.152820224,0.001886,0.693637754622877,0.72567037209021,1.57196988373109e-05,1.09037766048602e-05
ak,2020-05-23,407,10,2.8571428571429,0.29588944641982,408,10,0.0245700245700246,0.0245098039215686,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,81,1.32530510627827,1.32529718955936,1.20928059656336,1.43287410731822,9.89448234873794,5.65378507789377,5.28591319866929,4,905,905,4,0,0.8084,0.2502,53.2629,3.0406,66.0413,0.3519,9.0058,0.008084,0.532629,1.0325482322,0.002502,0.694233180746742,0.70411055358018,1.40800289350473e-05,9.77482327258409e-06
ak,2020-05-24,407,10,1.5714285714286,0.36220667408489,408,10,0.0245700245700246,0.0245098039215686,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,82,1.3091378926525,1.30800879584156,1.19083222200341,1.40783504715533,10.4980660081217,5.97161449093427,0,0,1156,1156,0,0,0.7547,0.3165,52.1056,3.6507,65.209,0.3559,8.9679,0.007547,0.521056,1.270115037,0.003165,0.697194446982879,0.63779332591511,1.73195361864073e-05,1.20750844534822e-05
ak,2020-05-25,408,10,1.2857142857143,0.35090268026274,409,10,0.0245098039215686,0.0244498777506113,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,83,1.29489867251489,1.29430334617184,1.19000380036888,1.40691360347126,11.1135153298944,6.32226161062285,1.32147829966732,1,965,965,1,0,0.8604,0.1854,50.7985,3.4101,65.7583,0.1713,8.8748,0.008604,0.507985,1.1676762117,0.001854,0.700539017187021,0.64909731973726,1.59227560524255e-05,1.11545118758749e-05
ak,2020-05-26,410,10,1.5714285714286,0.29038689339743,411,10,0.024390243902439,0.024330900243309,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,84,1.28073784347895,1.27924145311685,1.17232675785639,1.38921169656338,11.7368373230396,6.70627278690738,2.64295659933465,2,492,492,2,0,0.6627,0.1817,50.873,2.9654,65.2465,0.1679,9.0072,0.006627,0.50873,1.030580289,0.001817,0.700348388711611,0.70961310660257,1.40534457125613e-05,9.84230806063837e-06
ak,2020-05-27,411,10,1.4285714285714,0.28432697279398,412,10,0.024330900243309,0.0242718446601942,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,85,1.26641263382293,1.26518727336193,1.16199899449887,1.3722524774397,12.3659866565402,7.12381755706899,1.32147829966732,1,1399,1399,1,0,0.6868,0.2524,48.7804,3.4293,64.9449,0.1738,9.2172,0.006868,0.487804,1.2021445443,0.002524,0.705702873914876,0.71567302720602,1.63930683380539e-05,1.15686354384476e-05
ak,2020-05-28,424,10,3.2857142857143,0.2999819070411,425,10,0.0235849056603774,0.0235294117647059,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,86,1.25011719095163,1.24526726363755,1.14799675239818,1.34962333077004,12.9996278083535,7.57450416129171,17.1792178956752,13,1607,1607,13,0,0.8171,0.3178,49.2428,4.3938,64.445,0,8.547,0.008171,0.492428,1.56221559,0.003178,0.704519697981592,0.7000180929589,2.13047698858138e-05,1.50096300455208e-05
ak,2020-05-29,429,10,3.7142857142857,0.25762409901693,430,10,0.0233100233100233,0.0232558139534884,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,87,1.238045332012,1.23913622858492,1.13667557854345,1.332229716216,13.6345798915289,8.05715888997487,6.60739149833662,5,1469,1469,5,0,0.6225,0.3146,48.9396,4.0451,63.6644,0.178,8.5288,0.006225,0.489396,1.4698113556,0.003146,0.705295517494939,0.74237590098307,2.0045153608551e-05,1.41377569876085e-05
ak,2020-05-30,433,10,3.7142857142857,0.28180881812373,434,10,0.023094688221709,0.0230414746543779,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,88,1.22918131713195,1.229472393926,1.12135158100647,1.31857435764686,14.2652377803866,8.57004822238071,5.28591319866929,4,2256,2256,4,0,0.4955,0.2507,48.4201,4.7214,63.7652,0.177,8.9281,0.004955,0.484201,1.7107898472,0.002507,0.706624799279846,0.71819118187627,2.33320976168203e-05,1.64870387952634e-05
ak,2020-05-31,459,10,7.4285714285714,0.34268014511402,460,10,0.0217864923747277,0.0217391304347826,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,89,1.22385389407917,1.22045408163927,1.11796681551447,1.32054386297094,14.8912594845268,9.11110503181719,0,0,0,0,0,0,0.552,0.1864,48.4954,4.0788,64.0999,0.1752,8.9509,0.00552,0.484954,1.4642932788,0.001864,0.70643212378725,0.65731985488598,1.99729344406939e-05,1.41095224952029e-05
ak,2020-06-01,466,10,8.2857142857143,0.30066204179321,467,10,0.0214592274678112,0.0214132762312634,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,90,1.21567531031912,1.21051952162112,1.1030073293189,1.3114203051456,15.5189962214939,9.67793324148919,43.6087838890217,33,2495,2495,33,0,0.5544,0.2493,49.011,4.0783,63.5513,0.1759,8.9277,0.005544,0.49011,1.4864873321,0.002493,0.705112821211123,0.69933795820679,2.02763230657628e-05,1.42970953606882e-05
ak,2020-06-02,486,10,10.857142857143,0.29434965101136,487,10,0.0205761316872428,0.0205338809034908,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,91,1.21046430258578,1.20777118294707,1.11074811014268,1.30521174125816,16.1557553263855,10.2679504527166,26.4295659933465,20,2013,2013,20,0,0.7445,0.251,48.3834,3.9567,63.9447,0.1771,8.5443,0.007445,0.483834,1.4266000551,0.00251,0.706718706193236,0.70565034898864,1.94611499160977e-05,1.37535586897371e-05
ak,2020-06-03,504,10,13.285714285714,0.28748230674443,505,10,0.0198412698412698,0.0198019801980198,2,Alaska,731545,0.169479229683826,0.255877148201528,0.880532898202857,0.169479229683826,0.425356377885354,92,1.2077923477899,1.20559726894878,1.10996349342119,1.31108131205845,16.8008111358232,10.878538414203,23.7866093940118,18,1979,1979,18,0,0.6906,0.1901,49.4938,3.065,63.5721,0.1795,8.082,0.006906,0.494938,1.116515135,0.001901,0.703877446339606,0.71251769325557,1.5232203267613e-05,1.07216043381332e-05
